Manganese concentration / (weight%),Chromium concentration / (weight%),Current / A,Vanadium concentration / (weight%),Voltage / V,weld_MMA,Post weld heat treatment temperature / °C,Niobium concentration / parts per million by weight,AC or DC,weld_SA,Nitrogen concentration / parts per million by weight,Electrode positive or negative,Phosphorus concentration / (weight%),Carbon concentration / (weight%),Sulphur concentration / (weight%),Yield strength / MPa,Heat input / kJmm-1,Molybdenum concentration / (weight%)
1.42,-1.053982739437712,170.0,0.024135321304248877,21.0,1,0.0,-6.5413771496977375,1,0,46.0,1.0,0.006,0.081,0.004,,1.0,-0.28149748448972967
1.36,-1.6859406090487035,170.0,-0.12218586305115785,21.0,1,250.0,-42.59785841135056,1,0,68.0,1.0,0.009,0.069,0.007,468.0,1.0,0.07184634522252344
1.36,1.9645238323801966,170.0,-0.05621372062970069,21.0,1,0.0,162.39434920946317,1,0,68.0,1.0,0.009,0.069,0.007,,1.0,-0.4055305110833407
1.36,0.4753339274086458,170.0,0.03722358990342936,21.0,1,0.0,37.7955485162055,1,0,68.0,1.0,0.009,0.069,0.007,,1.0,-0.22766777637911995
1.36,-1.6441410997331052,170.0,-0.06420637511778941,21.0,1,0.0,119.94475298341956,1,0,68.0,1.0,0.009,0.069,0.007,,1.0,-0.2066936401971707
1.41,3.818887332824617,170.0,-0.007946467585185552,21.0,1,250.0,-97.6163434009373,1,0,55.0,1.0,0.009,0.08,0.006,478.0,1.0,-0.19849111763989163
1.41,0.3858413476659965,170.0,-0.07314125622230394,21.0,1,0.0,22.77894377093415,1,0,55.0,1.0,0.009,0.08,0.006,,1.0,-0.40939068235951814
1.41,-2.1196137346638944,170.0,0.009843212954525365,21.0,1,0.0,-216.829684942591,1,0,55.0,1.0,0.009,0.08,0.006,,1.0,-0.2741203874496407
1.41,1.0447886484917004,170.0,0.01888645663896982,21.0,1,0.0,-42.51734992365158,1,0,55.0,1.0,0.009,0.08,0.006,,1.0,0.021438962397534816
1.36,0.02513563972572519,170.0,-0.04653094599359945,21.0,1,250.0,-28.479574570795492,1,0,53.0,1.0,0.009,0.076,0.005,485.0,1.0,0.027695089540300033
1.36,-0.6657655309678117,170.0,0.01304006863748311,21.0,1,0.0,178.52418948311288,1,0,53.0,1.0,0.009,0.076,0.005,,1.0,-0.6734338383014904
1.36,-0.240827388477573,170.0,0.052004554142963816,21.0,1,0.0,403.43270992889484,1,0,53.0,1.0,0.009,0.076,0.005,,1.0,0.329134437776284
1.36,-0.5125467836609924,170.0,-0.155849628293309,21.0,1,0.0,72.61157250149806,1,0,53.0,1.0,0.009,0.076,0.005,,1.0,-0.57636799053503
1.31,0.4847532992422927,170.0,-0.003549989204693434,21.0,1,250.0,28.382384626408793,1,0,50.0,1.0,0.008,0.078,0.005,491.0,1.0,-0.5718498443984512
1.31,2.1117923209447533,170.0,-0.01894984743539429,21.0,1,0.0,381.8324644095411,1,0,50.0,1.0,0.008,0.078,0.005,,1.0,-0.14897435637426304
1.31,-0.2344670081685326,170.0,-0.0183644806062858,21.0,1,0.0,-179.17606739693917,1,0,50.0,1.0,0.008,0.078,0.005,,1.0,-0.38233753388445574
1.31,0.8671042021040782,170.0,-0.028052602803904463,21.0,1,0.0,-84.27570104839077,1,0,50.0,1.0,0.008,0.078,0.005,,1.0,-0.144887443041651
1.3,0.18677718827025236,170.0,-0.00479268557721424,21.0,1,250.0,13.618055296178298,1,0,48.0,1.0,0.008,0.076,0.005,485.0,1.0,0.5090369748231149
1.3,0.2891914360130319,170.0,0.009323565375916791,21.0,1,0.0,87.61068379545887,1,0,48.0,1.0,0.008,0.076,0.005,,1.0,-0.1411660198432412
1.3,-0.04761348983903041,170.0,-0.0009335379114571432,21.0,1,0.0,234.93165622348067,1,0,48.0,1.0,0.008,0.076,0.005,,1.0,0.10435215358888683
1.3,-0.7169347906059493,170.0,-0.005203629227520093,21.0,1,0.0,301.4324399753922,1,0,48.0,1.0,0.008,0.076,0.005,,1.0,0.26165203141171006
1.32,2.1602843671676277,170.0,-0.007184116895919093,21.0,1,250.0,211.9319361368336,1,0,52.0,1.0,0.008,0.079,0.004,491.0,1.0,0.04329420096365558
1.32,-0.40590211209347254,170.0,0.08278112061033678,21.0,1,0.0,66.95253092255892,1,0,52.0,1.0,0.008,0.079,0.004,,1.0,-0.08735163489553859
1.32,0.22117917502472045,170.0,-0.034518339786390975,21.0,1,0.0,-30.651958984677947,1,0,52.0,1.0,0.008,0.079,0.004,,1.0,0.04779504184818811
1.32,-2.696597256880962,170.0,-0.05796736586285091,21.0,1,0.0,-83.63778819590594,1,0,52.0,1.0,0.008,0.079,0.004,,1.0,-0.46461449840857916
1.5,2.054682576433086,170.0,-0.018664149586209156,21.0,1,250.0,445.2571342868455,1,0,89.0,1.0,0.006,0.074,0.006,484.0,1.0,0.3803051122782809
1.5,1.1531588677297808,170.0,0.034096180757631954,21.0,1,0.0,117.63633357571328,1,0,89.0,1.0,0.006,0.074,0.006,,1.0,0.03833033410055375
1.5,0.7673228551910676,170.0,-0.06534390785070078,21.0,1,0.0,4.318275925835252,1,0,89.0,1.0,0.006,0.074,0.006,,1.0,-0.1345074410794673
1.41,0.892424441255867,170.0,-0.041194527516751,21.0,1,250.0,54.231664855667944,1,0,70.0,1.0,0.006,0.074,0.007,442.0,1.0,-0.13329166597820435
1.41,0.35289091957517027,170.0,-0.016749933077536024,21.0,1,0.0,123.28629516009033,1,0,70.0,1.0,0.006,0.074,0.007,,1.0,-0.6933782399256595
1.41,1.425273902232836,170.0,-0.03100837186080701,21.0,1,0.0,222.8137389647692,1,0,70.0,1.0,0.006,0.074,0.007,,1.0,-0.16440343780610725
1.36,1.3135488935492199,170.0,0.00640486822161816,21.0,1,250.0,118.8145647505002,1,0,52.0,1.0,0.009,0.071,0.005,481.0,1.0,-0.15658015035949518
1.36,0.014595555191741827,170.0,-0.0699883116611318,21.0,1,0.0,216.85207601130168,1,0,52.0,1.0,0.009,0.071,0.005,,1.0,0.12470476262456223
1.36,1.222937615536472,170.0,-0.041864977950082705,21.0,1,0.0,202.24640161047114,1,0,52.0,1.0,0.009,0.071,0.005,,1.0,-0.09156860571920611
1.36,-1.3034059143137866,170.0,0.018066842093603062,21.0,1,250.0,68.25627182360245,1,0,44.0,1.0,0.008,0.069,0.005,474.0,1.0,0.43015899758167014
1.36,-2.0437866420025976,170.0,-0.16077519748676922,21.0,1,0.0,165.24753273870783,1,0,44.0,1.0,0.008,0.069,0.005,,1.0,-0.25350311531934916
1.36,-1.839618131029183,170.0,-0.10713391264842635,21.0,1,0.0,178.52606384902217,1,0,44.0,1.0,0.008,0.069,0.005,,1.0,0.16311881285785013
1.39,1.079205602034497,170.0,-0.007821174576526466,21.0,1,250.0,-11.48935277676739,1,0,41.0,1.0,0.008,0.069,0.004,466.0,1.0,0.4216560676850484
1.39,3.258156385833762,170.0,-0.05234635442850394,21.0,1,0.0,336.3361279742153,1,0,41.0,1.0,0.008,0.069,0.004,,1.0,0.24832261644438033
1.39,0.45239200004646096,170.0,-0.06963232603471262,21.0,1,0.0,217.8580876368929,1,0,41.0,1.0,0.008,0.069,0.004,,1.0,-0.12247007561062424
1.4,3.0278401136962954,170.0,0.008383071441427203,21.0,1,250.0,61.82898831273377,1,0,38.0,1.0,0.008,0.072,0.004,486.0,1.0,-0.13272946373698002
1.4,-0.9391652947595918,170.0,-0.10773180929214082,21.0,1,0.0,211.90680719114846,1,0,38.0,1.0,0.008,0.072,0.004,,1.0,-0.1915211248868777
1.4,0.09585362485266445,170.0,0.05719011215364894,21.0,1,0.0,-63.32348294634491,1,0,38.0,1.0,0.008,0.072,0.004,,1.0,-0.04165728503617992
1.54,1.9959516431490596,170.0,-0.021236682007013633,21.0,1,250.0,337.22073259207366,1,0,80.0,1.0,0.008,0.081,0.007,502.0,1.0,0.48492179093168386
1.54,3.737161901372347,170.0,0.11796043852347701,21.0,1,0.0,139.74239855443975,1,0,80.0,1.0,0.008,0.081,0.007,,1.0,0.06203260898233698
1.54,-2.4820704277192824,170.0,-0.017378115841647883,21.0,1,0.0,64.9745413719232,1,0,80.0,1.0,0.008,0.081,0.007,,1.0,-0.019507481392029208
1.54,0.17884565761095128,170.0,-0.07026319462553399,21.0,1,0.0,-73.9104429767137,1,0,80.0,1.0,0.008,0.081,0.007,,1.0,0.054261060857246995
1.32,-2.2113215143472584,170.0,-0.14310130478429367,21.0,1,250.0,-105.32972531885093,1,0,68.0,1.0,0.008,0.072,0.006,452.0,1.0,0.25399956756333697
1.32,0.007558116550512417,170.0,-0.10067495754313548,21.0,1,0.0,-85.79906708992286,1,0,68.0,1.0,0.008,0.072,0.006,,1.0,0.0254255470140365
1.32,0.1495192057812338,170.0,-0.0178124095855368,21.0,1,0.0,-0.10493203150521424,1,0,68.0,1.0,0.008,0.072,0.006,,1.0,-0.28304144001374576
1.32,0.6610047422110017,170.0,-0.000638873870786455,21.0,1,0.0,509.54134416414,1,0,68.0,1.0,0.008,0.072,0.006,,1.0,-0.5733884255062189
1.33,3.1291447773689915,170.0,0.08799018618593622,21.0,1,250.0,38.876323934841196,1,0,57.0,1.0,0.008,0.072,0.006,467.0,1.0,0.48415793715740935
1.33,1.5126577557813194,170.0,0.026753959226151744,21.0,1,0.0,141.17712176586812,1,0,57.0,1.0,0.008,0.072,0.006,,1.0,0.28793899744025375
1.33,-0.4144129924771881,170.0,-0.07142179103355792,21.0,1,0.0,151.09574782554517,1,0,57.0,1.0,0.008,0.072,0.006,,1.0,-0.14866384331435845
1.33,1.926901879890642,170.0,0.075487961675441,21.0,1,0.0,-21.911285692366818,1,0,57.0,1.0,0.008,0.072,0.006,,1.0,-0.0015119030384360549
1.36,-0.36790318613067874,170.0,-0.04894122211167114,21.0,1,250.0,-163.10681817114548,1,0,49.0,1.0,0.005,0.074,0.005,514.0,1.0,-0.06841246835267152
1.36,0.6540036663596394,170.0,0.109981311423154,21.0,1,0.0,-55.49769183067497,1,0,49.0,1.0,0.005,0.074,0.005,,1.0,-0.10620264052907455
1.36,-1.7599452753887657,170.0,-0.077665912847439,21.0,1,0.0,56.08730022254326,1,0,49.0,1.0,0.005,0.074,0.005,,1.0,-0.38451446304148235
1.36,-1.5262835878320287,170.0,-0.05364222899837186,21.0,1,0.0,236.67053006004454,1,0,49.0,1.0,0.005,0.074,0.005,,1.0,0.06773955586655217
1.41,-1.7681671414256592,170.0,0.03066717860808698,21.0,1,250.0,130.58647787784412,1,0,49.0,1.0,0.009,0.066,0.004,522.0,1.0,0.21808895475253837
1.41,0.762993908278862,170.0,0.002152989184842781,21.0,1,0.0,504.5649465369062,1,0,49.0,1.0,0.009,0.066,0.004,,1.0,-0.11369302264637893
