Manganese concentration / (weight%),Chromium concentration / (weight%),Current / A,Vanadium concentration / (weight%),Voltage / V,weld_MMA,Post weld heat treatment temperature / °C,Niobium concentration / parts per million by weight,AC or DC,weld_SA,Nitrogen concentration / parts per million by weight,Electrode positive or negative,Phosphorus concentration / (weight%),Carbon concentration / (weight%),Sulphur concentration / (weight%),Yield strength / MPa,Heat input / kJmm-1,Molybdenum concentration / (weight%)
1.72,0.505147673032749,170.0,0.0605,21.0,1,250.0,5.0,1,0,86.0,1.0,0.008,0.076,0.005,589.0,1.0,0.31042661318981485
1.72,-0.7975220047472864,170.0,0.0605,21.0,1,0.0,5.0,1,0,86.0,1.0,0.008,0.076,0.005,,1.0,-0.023300877757538592
1.72,1.0411830184584212,170.0,0.0605,21.0,1,580.0,5.0,1,0,86.0,1.0,0.008,0.076,0.005,521.0,1.0,0.9116314370830474
1.74,2.3883670726326076,170.0,0.083,21.0,1,250.0,5.0,1,0,90.0,1.0,0.008,0.08,0.007,639.0,1.0,0.48329449974485394
1.74,-0.3754811626496628,170.0,0.083,21.0,1,0.0,5.0,1,0,90.0,1.0,0.008,0.08,0.007,,1.0,0.017848027326325053
1.74,2.2932013568908567,170.0,0.083,21.0,1,580.0,5.0,1,0,90.0,1.0,0.008,0.08,0.007,570.0,1.0,0.5468277450852762
0.64,1.904642195495684,170.0,0.0003,21.0,1,250.0,204.0353478032419,1,0,77.0,1.0,0.004,0.073,0.005,402.0,1.0,0.6852542947128278
0.64,-1.1891285397474292,170.0,0.0003,21.0,1,0.0,-163.35236435260975,1,0,77.0,1.0,0.004,0.073,0.005,,1.0,0.11293882969401213
0.64,2.0063763108056514,170.0,0.0003,21.0,1,580.0,181.00676593469444,1,0,77.0,1.0,0.004,0.073,0.005,329.0,1.0,0.7342810388001259
0.64,-1.075118377126239,170.0,0.0003,21.0,1,250.0,120.0,1,0,80.0,1.0,0.005,0.073,0.007,450.0,1.0,-0.0946658555839166
0.64,1.3820023821386591,170.0,0.0003,21.0,1,0.0,120.0,1,0,80.0,1.0,0.005,0.073,0.007,,1.0,0.19458236564744036
0.64,2.293748468458822,170.0,0.0003,21.0,1,580.0,120.0,1,0,80.0,1.0,0.005,0.073,0.007,415.0,1.0,0.43605237542054004
0.62,1.2063308276183653,170.0,0.0003,21.0,1,250.0,220.0,1,0,85.0,1.0,0.005,0.075,0.007,474.0,1.0,-0.04002875587363547
0.62,0.2250026626353161,170.0,0.0003,21.0,1,0.0,220.0,1,0,85.0,1.0,0.005,0.075,0.007,,1.0,0.32339020722972805
0.62,3.533257240575944,170.0,0.0003,21.0,1,580.0,220.0,1,0,85.0,1.0,0.005,0.075,0.007,451.0,1.0,0.7251965954954431
0.64,-0.3141765478294811,170.0,0.0007,21.0,1,250.0,450.0,1,0,85.0,1.0,0.004,0.07,0.007,522.0,1.0,0.2574756760987323
0.64,2.237563181006505,170.0,0.0007,21.0,1,0.0,450.0,1,0,85.0,1.0,0.004,0.07,0.007,,1.0,0.02367825805993299
0.64,2.105151699714022,170.0,0.0007,21.0,1,580.0,450.0,1,0,85.0,1.0,0.004,0.07,0.007,484.0,1.0,0.3931846236930495
0.64,3.792999752735508,170.0,0.0003,21.0,1,250.0,880.0,1,0,110.0,1.0,0.006,0.074,0.008,549.0,1.0,-0.29368063388211363
0.64,3.9069272737824923,170.0,0.0003,21.0,1,0.0,880.0,1,0,110.0,1.0,0.006,0.074,0.008,,1.0,-0.004067879038467226
0.64,4.3543442411555455,170.0,0.0003,21.0,1,580.0,880.0,1,0,110.0,1.0,0.006,0.074,0.008,544.0,1.0,0.3742803951818026
1.02,-1.6459006179334232,170.0,0.0004,21.0,1,250.0,171.5034318224113,1,0,75.0,1.0,0.005,0.077,0.007,443.0,1.0,0.15076501750739169
1.02,0.8678398759707184,170.0,0.0004,21.0,1,0.0,168.310034627901,1,0,75.0,1.0,0.005,0.077,0.007,,1.0,0.22129637663782303
1.02,-2.2324325000353693,170.0,0.0004,21.0,1,580.0,37.916849014872724,1,0,75.0,1.0,0.005,0.077,0.007,332.0,1.0,0.1872499664156279
1.02,-1.6278104725034548,170.0,0.0004,21.0,1,250.0,120.0,1,0,83.0,1.0,0.005,0.078,0.007,480.0,1.0,-0.12970492675518708
1.02,0.7589756833211121,170.0,0.0004,21.0,1,0.0,120.0,1,0,83.0,1.0,0.005,0.078,0.007,,1.0,0.33483826675255
1.02,1.4116218857845635,170.0,0.0004,21.0,1,580.0,120.0,1,0,83.0,1.0,0.005,0.078,0.007,447.0,1.0,0.7049809758878622
1.0,0.6763851134774701,170.0,0.0005,21.0,1,250.0,255.0,1,0,86.0,1.0,0.006,0.074,0.007,513.0,1.0,-0.21894857418498465
1.0,1.3980541256709438,170.0,0.0005,21.0,1,0.0,255.0,1,0,86.0,1.0,0.006,0.074,0.007,,1.0,-0.3829737558399243
1.0,1.8404888158793,170.0,0.0005,21.0,1,580.0,255.0,1,0,86.0,1.0,0.006,0.074,0.007,492.0,1.0,0.6779096091267667
0.99,1.76405851476079,170.0,0.0004,21.0,1,250.0,465.0,1,0,88.0,1.0,0.006,0.074,0.008,553.0,1.0,0.1696481775349202
0.99,2.5729302419697855,170.0,0.0004,21.0,1,0.0,465.0,1,0,88.0,1.0,0.006,0.074,0.008,,1.0,0.15414996424632002
0.99,4.721610832750921,170.0,0.0004,21.0,1,580.0,465.0,1,0,88.0,1.0,0.006,0.074,0.008,540.0,1.0,0.4948493149698671
1.02,4.113993768829867,170.0,0.0005,21.0,1,250.0,985.0,1,0,79.0,1.0,0.006,0.075,0.007,615.0,1.0,0.7897131195798047
1.02,4.896652959994715,170.0,0.0005,21.0,1,0.0,985.0,1,0,79.0,1.0,0.006,0.075,0.007,,1.0,0.16128002898774182
1.02,3.38994175679639,170.0,0.0005,21.0,1,580.0,985.0,1,0,79.0,1.0,0.006,0.075,0.007,603.0,1.0,0.13751543164569768
1.33,1.3759047332673249,170.0,0.0004,21.0,1,250.0,6.0,1,0,80.0,1.0,0.005,0.077,0.007,463.0,1.0,0.04862092478800342
1.33,0.7757784864683475,170.0,0.0004,21.0,1,0.0,6.0,1,0,80.0,1.0,0.005,0.077,0.007,,1.0,-0.02528135185408254
1.33,1.1750289525995459,170.0,0.0004,21.0,1,580.0,6.0,1,0,80.0,1.0,0.005,0.077,0.007,372.0,1.0,0.1813894932264108
1.37,2.4448709091383423,170.0,0.0004,21.0,1,250.0,105.0,1,0,97.0,1.0,0.006,0.079,0.007,505.0,1.0,-0.5856488028779542
1.37,-0.20207485335752196,170.0,0.0004,21.0,1,0.0,105.0,1,0,97.0,1.0,0.006,0.079,0.007,,1.0,-0.4468355235569883
1.37,0.8289645417523108,170.0,0.0004,21.0,1,580.0,105.0,1,0,97.0,1.0,0.006,0.079,0.007,500.0,1.0,0.5137827241527645
1.36,-0.40505075467299845,170.0,0.0004,21.0,1,250.0,235.0,1,0,84.0,1.0,0.006,0.076,0.008,540.0,1.0,0.27401944831315533
1.36,1.8341301231869889,170.0,0.0004,21.0,1,0.0,235.0,1,0,84.0,1.0,0.006,0.076,0.008,,1.0,-0.42615545147572265
1.36,2.9156256164499568,170.0,0.0004,21.0,1,580.0,235.0,1,0,84.0,1.0,0.006,0.076,0.008,539.0,1.0,0.622873196565839
1.39,1.9607750622355873,170.0,0.0004,21.0,1,250.0,455.0,1,0,99.0,1.0,0.007,0.077,0.007,586.0,1.0,0.2588674822617868
1.39,1.6452347837478603,170.0,0.0004,21.0,1,0.0,455.0,1,0,99.0,1.0,0.007,0.077,0.007,,1.0,0.38616439384713575
1.39,3.089707982320229,170.0,0.0004,21.0,1,580.0,455.0,1,0,99.0,1.0,0.007,0.077,0.007,583.0,1.0,0.7727177982378014
1.36,2.1591440588506474,170.0,0.0005,21.0,1,250.0,940.0,1,0,91.0,1.0,0.007,0.076,0.006,610.0,1.0,0.6581306204667656
1.36,3.116820428610551,170.0,0.0005,21.0,1,0.0,940.0,1,0,91.0,1.0,0.007,0.076,0.006,,1.0,0.47039459445603965
1.36,3.774276293781963,170.0,0.0005,21.0,1,580.0,940.0,1,0,91.0,1.0,0.007,0.076,0.006,614.0,1.0,0.5030719676702766
1.74,0.24885501217923156,170.0,0.0004,21.0,1,250.0,109.96039888224213,1,0,92.0,1.0,0.006,0.076,0.008,500.0,1.0,0.11256629343229863
1.74,0.6439261837729298,170.0,0.0004,21.0,1,0.0,153.69796675228451,1,0,92.0,1.0,0.006,0.076,0.008,,1.0,-0.2755740524845387
1.74,1.2038501741987906,170.0,0.0004,21.0,1,580.0,16.333976350241045,1,0,92.0,1.0,0.006,0.076,0.008,414.0,1.0,0.44456562585321696
1.77,1.0113449168489783,170.0,0.0004,21.0,1,250.0,125.0,1,0,89.0,1.0,0.006,0.077,0.007,540.0,1.0,-0.14773710528344838
1.77,2.573840134060165,170.0,0.0004,21.0,1,0.0,125.0,1,0,89.0,1.0,0.006,0.077,0.007,,1.0,0.007472198492419577
1.77,-1.3601537249505764,170.0,0.0004,21.0,1,580.0,125.0,1,0,89.0,1.0,0.006,0.077,0.007,524.0,1.0,-0.09300790920452862
1.76,2.043866750765969,170.0,0.0004,21.0,1,250.0,230.0,1,0,110.0,1.0,0.007,0.078,0.007,575.0,1.0,-0.06042410338323145
1.76,1.6407597062995025,170.0,0.0004,21.0,1,0.0,230.0,1,0,110.0,1.0,0.007,0.078,0.007,,1.0,-0.3209609296889263
1.76,3.6579522541558713,170.0,0.0004,21.0,1,580.0,230.0,1,0,110.0,1.0,0.007,0.078,0.007,553.0,1.0,0.8570586099971028
1.77,2.5708807950064694,170.0,0.0004,21.0,1,250.0,450.0,1,0,97.0,1.0,0.009,0.077,0.008,606.0,1.0,-0.13018915456490726
1.77,2.3837166211791803,170.0,0.0004,21.0,1,0.0,450.0,1,0,97.0,1.0,0.009,0.077,0.008,,1.0,0.22887363416517692
1.77,3.311903475878376,170.0,0.0004,21.0,1,580.0,450.0,1,0,97.0,1.0,0.009,0.077,0.008,577.0,1.0,0.1475556052577191
1.79,3.0438651248594235,170.0,0.0004,21.0,1,250.0,895.0,1,0,105.0,1.0,0.007,0.079,0.006,654.0,1.0,0.2748332709724778
1.79,3.9209552121661604,170.0,0.0004,21.0,1,0.0,895.0,1,0,105.0,1.0,0.007,0.079,0.006,,1.0,-0.19776904172280604
1.79,4.150435223423752,170.0,0.0004,21.0,1,580.0,895.0,1,0,105.0,1.0,0.007,0.079,0.006,638.0,1.0,0.3613346311276061
1.17,2.778498626344572,180.0,0.04947550048718445,34.0,1,250.0,64.32268786751922,0,0,120.0,0.0,0.006,0.062,0.007,427.0,2.0,1.1847159728717782
1.2,-0.06432659957387354,180.0,-0.06305411671887218,34.0,1,250.0,-49.483346329396326,0,0,150.0,0.0,0.007,0.06,0.008,440.0,2.0,0.14378889096407857
1.19,1.4370736916470839,180.0,0.10286196279336983,34.0,1,250.0,106.25112940482511,0,0,110.0,0.0,0.007,0.06,0.008,443.0,2.0,0.15102419817140258
1.24,1.4802999813538,180.0,0.05077833149397745,34.0,1,250.0,290.79002550121015,0,0,110.0,0.0,0.008,0.062,0.008,468.0,2.0,0.40553314826854936
1.39,1.9473825258177142,180.0,0.0621761923430692,34.0,1,250.0,312.1429668983602,1,0,70.0,1.0,0.007,0.055,0.007,435.0,1.0,0.39781870267131514
1.39,5.013542227701618,180.0,0.06920172330786145,34.0,1,250.0,146.0522204229578,1,0,65.0,1.0,0.007,0.049,0.006,430.0,1.0,0.9664767309127207
1.34,-0.197216505598251,180.0,-0.19800231961002102,34.0,1,250.0,47.699039142397254,1,0,75.0,1.0,0.008,0.048,0.008,433.0,1.0,0.3767057087815623
1.3,-3.1500871665576793,180.0,-0.17444372951065001,34.0,1,250.0,-186.62441122530896,1,0,70.0,1.0,0.007,0.048,0.007,465.0,1.0,0.14148468096452094
1.49,4.557284634114286,180.0,0.0921839561267712,34.0,1,250.0,332.87644599615084,1,0,110.0,1.0,0.017,0.059,0.008,442.0,1.0,0.11089084418923277
1.64,0.8806901491207064,180.0,-0.02439778877295461,34.0,1,250.0,145.61589020645516,1,0,60.0,1.0,0.016,0.051,0.005,497.0,1.0,0.2565025186799785
1.17,3.707259010909757,180.0,0.04522617239283848,34.0,1,250.0,154.35538072093826,1,0,120.0,1.0,0.014,0.069,0.008,487.0,1.0,0.4961219377483206
1.56,1.2312061245445727,180.0,-0.09594183408404439,34.0,1,250.0,355.0397438398083,1,0,90.0,1.0,0.01,0.068,0.006,494.0,1.0,0.005976108276627534
0.69,3.724342108596087,170.0,0.12082468608610344,21.0,1,580.0,545.0027953935567,1,0,148.06864886020003,1.0,0.007,0.043,0.006,373.0,1.0,0.8232437129091432
0.69,3.838007362781512,170.0,0.04975002826904397,21.0,1,580.0,76.24940489743244,1,0,154.8343611909452,1.0,0.007,0.043,0.006,,1.0,0.4182990876238981
0.69,1.7496783521056651,170.0,-0.0437264638687702,21.0,1,580.0,255.5970145162941,1,0,107.21286193982837,1.0,0.007,0.043,0.006,,1.0,0.7428372159813837
0.69,3.6662664083071945,170.0,0.07678161053563441,21.0,1,580.0,-21.720057555544827,1,0,232.2382155622834,1.0,0.007,0.043,0.006,,1.0,0.686672433133321
0.69,-1.0051007540614791,170.0,0.006201485869121441,21.0,1,580.0,-298.6052607713892,1,0,52.174855048448734,1.0,0.007,0.043,0.006,,1.0,0.43623496838485476
0.69,1.5302908392670769,170.0,-0.010646465398763308,21.0,1,580.0,466.07707790873815,1,0,203.36595834266657,1.0,0.007,0.043,0.006,,1.0,0.7915904364656731
0.69,5.409480888239068,170.0,0.004977321336532836,21.0,1,580.0,497.42570617013894,1,0,295.81233413078024,1.0,0.007,0.043,0.006,,1.0,0.2276131387858365
0.98,2.087175834718569,170.0,0.041342866206294536,21.0,1,580.0,92.94898140539796,1,0,68.52607165110298,1.0,0.007,0.042,0.006,392.0,1.0,0.08126790939420403
0.98,5.6700421731429,170.0,0.052588648421078896,21.0,1,580.0,457.48943930776414,1,0,73.08950168028713,1.0,0.007,0.042,0.006,,1.0,0.5046734932079997
0.98,2.2729747575207733,170.0,0.0780810313714799,21.0,1,580.0,361.89475851965517,1,0,88.78269096974127,1.0,0.007,0.042,0.006,,1.0,0.38617979200854113
0.98,0.0798659996976534,170.0,-0.10625175388560446,21.0,1,580.0,258.45264538498355,1,0,97.24781530899223,1.0,0.007,0.042,0.006,,1.0,0.35707901665581754
0.98,1.0246676176417728,170.0,0.03004921224752744,21.0,1,580.0,-247.0279604123007,1,0,55.70459322881825,1.0,0.007,0.042,0.006,,1.0,0.8165903561598091
0.98,0.27228015807326167,170.0,-0.06711985838335403,21.0,1,580.0,247.88267318802644,1,0,193.78033105997943,1.0,0.007,0.042,0.006,,1.0,0.5805318728286128
0.98,1.1425512209565587,170.0,0.016525251416865814,21.0,1,580.0,306.9623127100497,1,0,113.29986862732986,1.0,0.007,0.042,0.006,,1.0,0.5157737215906341
1.39,3.4830570252652175,170.0,0.19745373310734282,21.0,1,580.0,306.7826829025189,1,0,176.136845962751,1.0,0.007,0.045,0.005,414.0,1.0,0.5938668063490207
1.39,4.609122498214321,170.0,0.06729271545929823,21.0,1,580.0,331.8578703780159,1,0,224.10661024807905,1.0,0.007,0.045,0.005,,1.0,1.0172149717424313
1.39,2.078286092139655,170.0,-0.08867163269812782,21.0,1,580.0,-17.77173825230551,1,0,223.1000707418862,1.0,0.007,0.045,0.005,,1.0,-0.13909943223223065
1.39,0.12850202401535427,170.0,-0.01576800193767435,21.0,1,580.0,-83.3169191523342,1,0,-6.858226042026644,1.0,0.007,0.045,0.005,,1.0,0.6850340553601215
1.39,6.386930134252337,170.0,0.18990352831405255,21.0,1,580.0,449.16729572376704,1,0,287.4788550549666,1.0,0.007,0.045,0.005,,1.0,1.3942551877478007
1.39,2.3083356194119866,170.0,0.038598932178522026,21.0,1,580.0,393.26848517382734,1,0,187.86599999726573,1.0,0.007,0.045,0.005,,1.0,0.20093382929589382
1.39,3.324192388697411,170.0,0.009908844021631169,21.0,1,580.0,408.8766937565858,1,0,187.19170965852427,1.0,0.007,0.045,0.005,,1.0,0.6553354489217432
1.83,-1.4169765799746892,170.0,0.005328936054769501,21.0,1,580.0,-40.333348919392286,1,0,86.32361488748379,1.0,0.008,0.045,0.005,444.0,1.0,-0.2939085749748591
1.83,-1.0353554680436723,170.0,-0.02325390443286328,21.0,1,580.0,94.47642003068421,1,0,-80.95159271076872,1.0,0.008,0.045,0.005,,1.0,-0.11205143290485542
1.83,5.4496047150646305,170.0,0.02324783162791414,21.0,1,580.0,511.24257033184256,1,0,215.6837893333949,1.0,0.008,0.045,0.005,,1.0,0.47845986956334996
1.83,2.77028820448609,170.0,0.0362445181171227,21.0,1,580.0,271.8239101537177,1,0,268.3607761316399,1.0,0.008,0.045,0.005,,1.0,0.9442242084311048
1.83,1.727775551794505,170.0,0.024382880931156155,21.0,1,580.0,-1.5214947301099642,1,0,28.94443843118823,1.0,0.008,0.045,0.005,,1.0,0.6334512877876668
1.83,2.8837673971280253,170.0,0.0813026755516213,21.0,1,580.0,159.42669264294491,1,0,185.47334815964928,1.0,0.008,0.045,0.005,,1.0,0.5838212336370623
1.83,1.1691554925920205,170.0,-0.023646197437325274,21.0,1,580.0,-53.58548764191045,1,0,120.71410795403777,1.0,0.008,0.045,0.005,,1.0,0.5584995540656624
0.63,3.4697425340143675,170.0,0.1187668655625785,21.0,1,580.0,-147.30481030238366,1,0,183.09321869124145,1.0,0.007,0.058,0.007,386.0,1.0,0.7049930124055276
0.63,4.052846466633972,170.0,0.11597976323876931,21.0,1,580.0,74.2782246927103,1,0,221.75004767926657,1.0,0.007,0.058,0.007,,1.0,0.6252360372322148
0.63,2.3929023049594074,170.0,0.09327112491248996,21.0,1,580.0,316.5650696730489,1,0,80.7593171561131,1.0,0.007,0.058,0.007,,1.0,0.8619123837958453
0.63,1.5906377314081692,170.0,0.002970153820519135,21.0,1,580.0,-165.10349318591966,1,0,89.98335474983215,1.0,0.007,0.058,0.007,,1.0,0.6411772104211625
0.63,3.880205189451199,170.0,0.17381510429596486,21.0,1,580.0,236.96952943894834,1,0,83.41881859977579,1.0,0.007,0.058,0.007,,1.0,0.6582788063198797
0.63,2.489546652685158,170.0,0.04189321462279961,21.0,1,580.0,612.5478809975966,1,0,261.95449453492506,1.0,0.007,0.058,0.007,,1.0,0.725392520871452
0.97,1.982108493192941,170.0,0.1325177782066232,21.0,1,580.0,313.07304891333297,1,0,101.67846934786733,1.0,0.008,0.065,0.007,418.0,1.0,1.0361446968171542
0.97,3.895657520638431,170.0,0.06636185460911954,21.0,1,580.0,382.61168528246634,1,0,2.2987787668671444,1.0,0.008,0.065,0.007,,1.0,0.7745900586716494
0.97,5.609150755168354,170.0,0.21224365366246156,21.0,1,580.0,296.2110998238212,1,0,213.69327294815741,1.0,0.008,0.065,0.007,,1.0,0.4650638527987995
0.97,2.5140069570392605,170.0,0.11605743794060094,21.0,1,580.0,263.31568365894856,1,0,97.00764542836751,1.0,0.008,0.065,0.007,,1.0,0.734094823287089
0.97,4.044046318511967,170.0,0.16262140864635427,21.0,1,580.0,311.22778420757777,1,0,227.217861543501,1.0,0.008,0.065,0.007,,1.0,0.568190301082002
0.97,3.3437137020177468,170.0,0.07595287521024907,21.0,1,580.0,307.9358974845462,1,0,118.71693895596736,1.0,0.008,0.065,0.007,,1.0,1.3973252366594764
0.97,4.300195523710549,170.0,0.08273743559833102,21.0,1,580.0,298.5325344876298,1,0,219.1552057863353,1.0,0.008,0.065,0.007,,1.0,0.7541326930076341
1.36,2.760135588115867,170.0,-0.02180660700976761,21.0,1,580.0,226.70482956791756,1,0,100.34665323639973,1.0,0.008,0.066,0.007,455.0,1.0,0.13525034396004848
1.36,5.183372063015108,170.0,0.054440701093028496,21.0,1,580.0,763.7684089121619,1,0,188.76021545688553,1.0,0.008,0.066,0.007,,1.0,0.6954960104514931
1.36,2.3552543927353815,170.0,0.024501192376228952,21.0,1,580.0,120.54158192965733,1,0,150.25625363431055,1.0,0.008,0.066,0.007,,1.0,0.5647633593985608
1.36,2.082755626489656,170.0,0.14612707737764674,21.0,1,580.0,55.57312571354214,1,0,223.80118451306961,1.0,0.008,0.066,0.007,,1.0,0.7364894959594662
1.36,0.14785457138221958,170.0,0.024488408325019237,21.0,1,580.0,35.69703453882967,1,0,89.71275084848196,1.0,0.008,0.066,0.007,,1.0,0.27322598088703776
1.36,0.2139348806613115,170.0,-0.018603898196768286,21.0,1,580.0,48.590052112939745,1,0,-52.53922775580213,1.0,0.008,0.066,0.007,,1.0,-0.03261745071119654
1.36,1.686068262085614,170.0,0.12886456004940586,21.0,1,580.0,-95.69913167625955,1,0,68.70261633636089,1.0,0.008,0.066,0.007,,1.0,0.2781378453004347
1.8,5.79329359689587,170.0,0.141062345933218,21.0,1,580.0,582.8590776079172,1,0,376.620162785423,1.0,0.008,0.074,0.008,504.0,1.0,0.40803041826897724
1.8,4.512448609862395,170.0,0.17033520471037922,21.0,1,580.0,280.93999489632944,1,0,148.33153802570678,1.0,0.008,0.074,0.008,,1.0,0.4935432913709061
1.8,2.6804074161006164,170.0,0.15943203875675657,21.0,1,580.0,182.0334189655086,1,0,216.18283989746078,1.0,0.008,0.074,0.008,,1.0,0.9085520313745284
1.8,0.10632197690422052,170.0,0.04818691728672229,21.0,1,580.0,127.93490705298002,1,0,120.94977988478135,1.0,0.008,0.074,0.008,,1.0,0.1279686314699311
1.8,1.878135589268255,170.0,0.0010955639661548444,21.0,1,580.0,273.9332323771181,1,0,19.55828809777904,1.0,0.008,0.074,0.008,,1.0,0.04466246495546855
1.8,0.8391604444334342,170.0,0.19166996015620463,21.0,1,580.0,487.01341465708083,1,0,144.48878178188068,1.0,0.008,0.074,0.008,,1.0,0.716778384809057
1.8,1.1963485191731145,170.0,0.030564359454188342,21.0,1,580.0,-49.36670234372157,1,0,101.36361789624087,1.0,0.008,0.074,0.008,,1.0,0.77466408526501
0.68,6.985303282844474,170.0,0.19793686067944466,21.0,1,580.0,409.0874577273224,1,0,180.63353643163094,1.0,0.008,0.089,0.008,394.0,1.0,0.7849765373696215
0.68,5.82357697530685,170.0,0.1944659772412535,21.0,1,580.0,240.8872336979015,1,0,161.67141583050847,1.0,0.008,0.089,0.008,,1.0,0.7141093155970476
0.68,5.590144804086191,170.0,0.09945424342213552,21.0,1,580.0,609.9067410057933,1,0,227.81381545048131,1.0,0.008,0.089,0.008,,1.0,0.9518835147352366
0.68,8.375025708997121,170.0,0.16203840373045714,21.0,1,580.0,594.9473474495135,1,0,262.1563867004036,1.0,0.008,0.089,0.008,,1.0,0.32247506272497306
0.68,3.8903386178345896,170.0,0.11884719058654086,21.0,1,580.0,467.6026263668257,1,0,112.30879700525468,1.0,0.008,0.089,0.008,,1.0,1.1591602156467116
0.68,4.231996896866503,170.0,0.1008396816393545,21.0,1,580.0,680.5067594833213,1,0,99.47573720126177,1.0,0.008,0.089,0.008,,1.0,0.9788676695473875
0.68,6.7700153272166,170.0,0.06122095870216972,21.0,1,580.0,473.09131904682744,1,0,88.54857668218193,1.0,0.008,0.089,0.008,,1.0,0.895443223988323
1.05,2.4823241822572957,170.0,0.1367946807890849,21.0,1,580.0,17.860024055847447,1,0,246.39997406964494,1.0,0.008,0.095,0.007,435.0,1.0,0.5419052954279144
1.05,0.7791034463214852,170.0,-0.023900712206206508,21.0,1,580.0,38.99108545049714,1,0,95.9919339433908,1.0,0.008,0.095,0.007,,1.0,0.024688022579891056
1.05,1.8304094410240628,170.0,0.19692718548724292,21.0,1,580.0,-146.2734590213786,1,0,152.8448520119249,1.0,0.008,0.095,0.007,,1.0,1.511985785605237
1.05,3.032774650836199,170.0,0.1227085317714063,21.0,1,580.0,426.2532281972681,1,0,195.71557714364934,1.0,0.008,0.095,0.007,,1.0,0.8407979463910454
1.05,3.9325951497028564,170.0,0.129992362583842,21.0,1,580.0,-58.47697495686123,1,0,230.2920889327767,1.0,0.008,0.095,0.007,,1.0,0.5162009954666585
1.05,1.6411992745454003,170.0,0.09873774224021759,21.0,1,580.0,188.7035257775817,1,0,92.19335753357514,1.0,0.008,0.095,0.007,,1.0,0.08600102586167324
1.05,5.755048462523532,170.0,0.14391122706739246,21.0,1,580.0,183.75521535945168,1,0,165.73028354126325,1.0,0.008,0.095,0.007,,1.0,0.7247677269401757
1.33,2.7524515381783274,170.0,0.10667627151988632,21.0,1,580.0,-203.99553330628146,1,0,155.08237324902265,1.0,0.007,0.088,0.008,461.0,1.0,1.2021323610848138
1.33,3.4778562345101163,170.0,0.044300867982408634,21.0,1,580.0,151.37147267410032,1,0,164.70553859611627,1.0,0.007,0.088,0.008,,1.0,0.7959136457900495
1.33,1.887115515649855,170.0,0.06335814813914933,21.0,1,580.0,192.6059393855945,1,0,149.4886422429398,1.0,0.007,0.088,0.008,,1.0,0.21552933728833595
1.33,2.6074324120392784,170.0,0.09739659882964868,21.0,1,580.0,-47.809935901445414,1,0,100.40712042214916,1.0,0.007,0.088,0.008,,1.0,0.6554612376077219
1.33,5.068259680191966,170.0,0.07127211001408332,21.0,1,580.0,435.6925771604824,1,0,318.1743552995409,1.0,0.007,0.088,0.008,,1.0,0.418211019887137
1.33,3.3695472481505937,170.0,0.14787399863409395,21.0,1,580.0,320.4970013069876,1,0,81.77096652057611,1.0,0.007,0.088,0.008,,1.0,1.0323680099025156
1.33,0.6871342925738011,170.0,0.04037295234889665,21.0,1,580.0,408.86582422532786,1,0,44.82235476913068,1.0,0.007,0.088,0.008,,1.0,0.38005092576037375
1.69,5.310182757767705,170.0,0.20668231963468414,21.0,1,580.0,604.8323607051093,1,0,250.96141361297887,1.0,0.008,0.089,0.007,490.0,1.0,0.9556760402139641
1.69,1.5635004252288294,170.0,0.05688629127713983,21.0,1,580.0,161.36802368337464,1,0,63.47463268299694,1.0,0.008,0.089,0.007,,1.0,0.09320013803460248
1.69,0.39327427923343294,170.0,0.11132053796692336,21.0,1,580.0,205.36871503166734,1,0,58.11015418628844,1.0,0.008,0.089,0.007,,1.0,0.1926383414594376
1.69,2.4170998450507453,170.0,0.09859538639513567,21.0,1,580.0,112.77018227954285,1,0,24.342760010936956,1.0,0.008,0.089,0.007,,1.0,0.6577641685904284
1.69,5.907151163180941,170.0,0.21544209415388074,21.0,1,580.0,439.0250510151654,1,0,170.3284399183633,1.0,0.008,0.089,0.007,,1.0,0.9110657099471353
1.69,0.7245238853914088,170.0,0.03947393038867025,21.0,1,580.0,50.62484269977737,1,0,122.30114524798898,1.0,0.008,0.089,0.007,,1.0,0.23487849768077101
1.69,5.245936774142289,170.0,0.15208601794732132,21.0,1,580.0,284.5847390309604,1,0,140.13930771915045,1.0,0.008,0.089,0.007,,1.0,0.6863074918636772
0.63,7.049757552977918,170.0,0.2265201654445066,21.0,1,580.0,594.00994138398,1,0,224.51069916421423,1.0,0.008,0.151,0.008,449.0,1.0,0.9965216027978909
0.63,6.136878321754303,170.0,0.22077606937005909,21.0,1,580.0,345.8949598442916,1,0,235.57928180239864,1.0,0.008,0.151,0.008,,1.0,1.1087791687565733
0.63,6.0093665121495885,170.0,0.3070867691099184,21.0,1,580.0,374.23696621174435,1,0,220.27006753458454,1.0,0.008,0.151,0.008,,1.0,0.9041212409892941
0.63,5.641192893814722,170.0,0.1537226297588227,21.0,1,580.0,351.1843188669708,1,0,231.23089532718723,1.0,0.008,0.151,0.008,,1.0,0.4199152970018205
0.63,6.946735729467727,170.0,0.1801181263373628,21.0,1,580.0,675.7579391369405,1,0,205.72999809006487,1.0,0.008,0.151,0.008,,1.0,0.815817129213435
0.63,8.48275240365994,170.0,0.3320286194070868,21.0,1,580.0,412.0140117137086,1,0,258.584265641129,1.0,0.008,0.151,0.008,,1.0,1.2691947292242918
